,CompanyName,Industry,Locations,LocationCount,Rating,InterviewCount,Reviews
1100,Yokohama Off-Highway Tires,Auto Components , Bharuch ,38,943.0,68,
1101,J B Chemicals And Pharmaceuticals,Pharma , Mumbai ,94,942.0,59,
1102,Jubilant Pharmova,Pharma , Noida ,61,941.0,61,
1103,Financial Software & Systems,Software Product , Chennai ,33,940.0,73,
1104,Defence Research & Development Organisation,Defence & Aerospace , Hyderabad ,57,938.0,77,
1105,Salcomp Manufacturing,Electronics Manufacturing , Chennai ,27,933.0,84,
1106,Hathway,Telecom , Mumbai ,57,931.0,48,
1107,Velocis Systems,IT Services & Consulting , New Delhi ,51,931.0,67,
1108,Shriram General Insurance,Insurance , Jaipur ,199,930.0,40,
1109,Tikona Infinet,Telecom , Mumbai ,46,929.0,33,
1110,Technip Energies,Engineering & Construction , Noida ,39,929.0,89,
1111,KEI Industries,Electrical Equipment , New Delhi ,99,928.0,68,
1112,Amphenol Interconnect,Electrical Equipment , Pune ,19,928.0,50,
1113,ICCS,BPO , Noida ,31,928.0,64,
1114,Pramerica Life Insurance,Insurance , Gurugram ,125,928.0,40,
1115,FLSmidth,Industrial Machinery , Chennai ,24,927.0,45,
1116,Astral Adhesives,Chemicals , Ahmedabad ,156,927.0,54,
1117,Aircel,Telecom , New Delhi ,114,926.0,9,
1118,Marsh McLennan,Management Consulting , Mumbai ,24,925.0,50,
1119,National Payments Corporation of India,FinTech , Mumbai ,11,925.0,101,
1120,Jaro Education,EdTech , Mumbai ,24,925.0,108,
1121,Sandhar Technologies,Auto Components , Gurugram ,31,924.0,51,
1122,Timken,Industrial Machinery , Jamshedpur ,44,924.0,55,
1123,Reliance Power,Power , Singrauli ,41,920.0,59,
1124,Naukri,Internet , Noida ,72,920.0,220,
1125,Signify,Consumer Electronics & Appliances , Bengaluru ,83,920.0,63,
1126,Aristo Pharmaceuticals,Pharma , Mumbai ,107,920.0,52,
1127,Bhanzu,EdTech , Bengaluru ,14,917.0,191,
1128,VeeTechnologies,IT Services & Consulting , Bengaluru ,39,917.0,100,
1129,Psp Projects,Engineering & Construction , Ahmedabad ,57,917.0,74,
1130,SFO Technologies,Electronics Manufacturing , Bengaluru ,17,916.0,46,
1131,Adani Enterprises,Metals & Mining , Ahmedabad ,76,914.0,101,
1132,Amazon Sellers Services,Internet , Bengaluru ,67,912.0,130,
1133,KMV Projects Limited,Engineering & Construction , Hyderabad ,69,911.0,60,
1134,Sundaram Clayton,Auto Components , Chennai ,30,912.0,34,
1135,Bayer,Pharma , Bengaluru ,114,910.0,59,
1136,Godfrey Phillips India,FMCG , New Delhi ,119,909.0,42,
1137,Knight Frank,Real Estate , Mumbai ,50,907.0,58,
1138,Test Yantra Software Solutions,IT Services & Consulting , Bengaluru ,19,907.0,145,
1139,Tafe Motors & Tractors,Industrial Machinery , Bhopal ,72,905.0,58,
1140,Apotex Research,Pharma , Bengaluru ,14,905.0,37,
1141,GE Healthcare,Medical Equipment , Bengaluru ,36,905.0,85,
1142,Nityo Infotech,IT Services & Consulting , Bengaluru ,31,904.0,99,
1143,Deepak Fertilisers and Petrochemicals,Chemicals , Mumbai ,58,904.0,48,
1144,Navayuga Engineering Company,Engineering & Construction , Hyderabad ,73,903.0,61,
1145,Skipper,Industrial Machinery , Kolkata ,90,904.0,64,
1146,Nirma,FMCG , Bhavnagar ,67,902.0,52,
1147,Netscribes,Analytics & KPO , Kolkata ,17,902.0,94,
1148,Xceedance,IT Services & Consulting , Gurugram ,14,903.0,132,
1149,Neel Metal Products,Auto Components , Gurugram ,38,900.0,56,
1150,Experis IT,Recruitment , Bengaluru ,34,901.0,67,
1151,Volvo,Automobile , Bengaluru ,38,899.0,78,
1152,Aviva Life Insurance India,Insurance , Gurugram ,121,895.0,34,
1153,Medhaj Techno Concept,Management Consulting , Lucknow ,151,894.0,56,
1154,OCS Group,Facility Management Services , Mumbai ,57,893.0,59,
1155,SKH Metals,Auto Components , Gurugram ,26,893.0,76,
1156,Egis India Consulting Engineers,Engineering & Construction , Gurugram ,111,893.0,57,
1157,HomeLane,Architecture & Interior Design , Bengaluru ,35,892.0,92,
1158,Volkswagen,Automobile , Pune ,103,892.0,53,
1159,Schlumberger,Oil & Gas , Pune ,37,892.0,155,
1160,Bosch Chassis Systems,Auto Components , Pune ,23,891.0,46,
1161,Steag Energy Services,Power , Jharsuguda ,62,891.0,47,
1162,AJIO,Internet , Bengaluru ,199,890.0,65,
1163,CIEL HR,Recruitment , Bengaluru ,107,889.0,70,
1164,Medha Servo Drives,Electrical Equipment , Hyderabad ,54,890.0,92,
1165,Re Sustainability Limited,Waste Management , Hyderabad ,84,886.0,58,
1166,Yashoda Hospitals,Healthcare , Hyderabad ,30,886.0,64,
1167,Target,Retail , Bengaluru ,17,884.0,137,
1168,BGR Energy Systems,Engineering & Construction , Chennai ,53,884.0,47,
1169,Vedanta Resources,Metals & Mining , Jharsuguda ,72,883.0,94,
1170,Michelin,Auto Components , Pune ,47,883.0,64,
1171,Ashirvad Pipes,Building Material , Bengaluru ,107,883.0,68,
1172,HT Media,Media & Entertainment , New Delhi ,43,881.0,60,
1173,Alok Industries,Fashion & Textile , Dadra & Nagar Haveli ,34,879.0,50,
1174,Updater Services,Facility Management Services , Chennai ,99,878.0,48,
1175,Tata Chemicals,Chemicals , Jamnagar ,85,878.0,76,
1176,LanceSoft,Recruitment , Hyderabad ,29,877.0,67,
1177,Musashi Auto Parts,Auto Components , Rewari ,26,876.0,43,
1178,TNQ Tech Private Limited,Printing & Publishing , Chennai ,13,876.0,66,
1179,Birla Opus,Chemicals , Mumbai ,251,877.0,86,
1180,Vijay Sales,Retail , Mumbai ,51,875.0,62,
1181,JSW Paints,Chemicals , Mumbai ,167,872.0,97,
1182,Marks & Spencer,Retail , New Delhi ,60,871.0,36,
1183,FastInfo,Internet , Kolkata ,8,868.0,88,
1184,ACL Digital,IT Services & Consulting , Bengaluru ,26,865.0,90,
1185,Orient Electric,Consumer Electronics & Appliances , New Delhi ,87,867.0,61,
1186,Next Education India,EdTech , Hyderabad ,95,864.0,50,
1187,C.R.I. Pumps,Industrial Machinery , Coimbatore ,70,864.0,32,
1188,"Commonwealth Bank of Australia, India",Financial Services , Bengaluru ,14,863.0,112,
1189,Centum Electronics,Electronics Manufacturing , Bengaluru ,18,862.0,29,
1190,RAMTeCH Software Solutions,IT Services & Consulting , Hyderabad ,35,861.0,45,
1191,Greenlam Industries,Furniture & Furnishing , New Delhi ,114,861.0,61,
1192,Wakefit,Furniture & Furnishing , Bengaluru ,55,861.0,78,
1193,Sona Comstar,Auto Components , Gurugram ,23,860.0,76,
1194,Carborundum Universal Limited,Industrial Machinery , Chennai ,129,860.0,38,
1195,National Health Mission,Healthcare , Guwahati ,278,858.0,34,
1196,Future Focus Infotech,IT Services & Consulting , Bengaluru ,58,857.0,57,
1197,Acme Cleantech Solutions,Power , Gurugram ,100,857.0,83,
1198,Tata Starbucks,Hospitality , Mumbai ,56,857.0,60,
1199,Parekh Integrated Services,Logistics , Mumbai ,75,856.0,42,
1200,Magna International,Auto Components , Pune ,22,856.0,52,
1201,Athena BPO,BPO , Mumbai ,38,855.0,56,
1202,Silaris Informations,BPO , New Delhi ,22,854.0,59,
1203,Regulated Council of Immigration Consultants,Other , Dubai ,5,853.0,--,
1204,Bechtel,Engineering & Construction , Gurugram ,31,852.0,73,
1205,Intellipaat Software Solutions,EdTech , Bengaluru ,17,851.0,174,
1206,Precision Infomatic M Pvt Ltd,IT Services & Consulting , Chennai ,91,851.0,55,
1207,Shilpa Medicare,Pharma , Hyderabad ,30,850.0,64,
1208,Ageas Federal Life Insurance,Insurance , Mumbai ,123,851.0,56,
1209,Apar Industries,Semiconductors , Mumbai ,72,850.0,60,
1210,Motherson Sumi Wiring,Electrical Equipment , Noida ,40,895.0,90,
1211,M3M India,Real Estate , Gurugram ,10,849.0,62,
1212,LEAD School,EdTech , Mumbai ,104,849.0,94,
1213,WSP,Management Consulting , Bengaluru ,32,848.0,106,
1214,Panacea Biotec,Biotechnology , Baddi ,72,845.0,67,
1215,Mahindra First Choice Wheels,Internet , Mumbai ,118,845.0,41,
1216,IDEMIA,Electronics Manufacturing , Noida ,51,845.0,60,
1217,Torry Harris Integration Solutions,IT Services & Consulting , Bengaluru ,9,846.0,188,
1218,Fedbank Financial Services,NBFC , Mumbai ,163,846.0,46,
1219,Serco,Analytics & KPO , Mumbai ,40,844.0,33,
1220,H&M,Fashion & Textile , Bengaluru ,56,844.0,118,
1221,Nlb Services,Recruitment , Noida ,21,843.0,35,
1222,Rico Auto Industries,Auto Components , Gurugram ,32,842.0,59,
1223,Porter,Internet , Bengaluru ,31,842.0,102,
1224,Jaya Hind Industries,Auto Components , Pune ,37,841.0,63,
1225,Swaraj Tractors,Automobile , Sahibzada Ajit Singh Nagar ,105,841.0,39,
1226,Tata Hitachi Construction Machinery,Industrial Machinery , Kharagpur ,76,841.0,66,
1227,Epsilon,Marketing & Advertising , Bengaluru ,16,841.0,104,
1228,MOURI Tech,IT Services & Consulting , Hyderabad ,10,839.0,74,
1229,Ups Logistics,Logistics , Pune ,37,838.0,83,
1230,Wipro PARI,Industrial Automation , Pune ,26,839.0,64,
1231,Zudio,Retail , New Delhi ,137,837.0,52,
1232,Mahindra Tractors,Automobile , Nagpur ,129,837.0,54,
1233,Duck Creek Technologies,Software Product , Mumbai ,9,836.0,86,
1234,Bank of India,Banking , Mumbai ,183,835.0,53,
1235,Satya MicroCapital,NBFC , New Delhi ,183,837.0,68,
1236,Impact Infotech Pvt. Ltd.,IT Services & Consulting , Mumbai ,74,834.0,58,
1237,Parag Milk Foods,Food Processing , Mumbai ,91,834.0,79,
1238,KGISL,IT Services & Consulting , Coimbatore ,20,833.0,92,
1239,Arvind Lifestyle Brands,Retail , Bengaluru ,87,832.0,20,
1240,Nibav Lifts,Industrial Machinery , Chennai ,41,831.0,100,
1241,Rohan Builders,Real Estate , Pune ,69,831.0,59,
1242,AuthBridge Research Services,IT Services & Consulting , Gurugram ,21,831.0,51,
1243,Ather Energy,Automobile , Bengaluru ,66,830.0,72,
1244,Feedback Infrastructure Services,Engineering & Construction , Gurugram ,129,830.0,47,
1245,Consolidated Contractors,Engineering & Construction , Mumbai ,56,829.0,38,
1246,Shaktiman Tirth Agro Technology,Industrial Machinery , Rajkot ,64,831.0,63,
1247,enGen Global,IT Services & Consulting , Chennai ,6,828.0,74,
1248,Sanden Vikas,Auto Components , Faridabad ,33,828.0,53,
1249,Royal Sundaram General Insurance,Insurance , Chennai ,104,827.0,24,
1250,HP India,Consumer Electronics & Appliances , Bengaluru ,63,827.0,161,
1251,Truhome Finance,Financial Services , Mumbai ,159,826.0,59,
1252,Guardian India,Insurance , Chennai ,13,826.0,62,
1253,India Shelter Finance Corporation,NBFC , Gurugram ,179,825.0,34,
1254,Tata Power Solar,Power , Bengaluru ,87,825.0,84,
1255,FIITJEE,Education & Training , New Delhi ,48,824.0,56,
1256,Fareportal,Internet , Gurugram ,14,824.0,45,
1257,Union Bank of India,Banking , Mumbai ,150,823.0,38,
1258,Casagrand,Real Estate , Chennai ,19,821.0,73,
1259,Victora Auto Private Limited,Auto Components , Faridabad ,31,821.0,47,
1260,Punj Lloyd,Engineering & Construction , Gurugram ,70,820.0,19,
1261,Alorica,BPO , Bengaluru ,15,821.0,90,
1262,Nippon Koei India,Engineering & Construction , New Delhi ,69,819.0,164,
1263,Luxoft,IT Services & Consulting , Bengaluru ,23,817.0,137,
1264,Freshworks,Software Product , Chennai ,47,816.0,179,
1265,Lumen Technologies,Hardware & Networking , Bengaluru ,14,815.0,55,
1266,Eris Lifesciences,Pharma , Ahmedabad ,90,815.0,45,
1267,Greaves Cotton,Auto Components , Chhatrapati Sambhajinagar ,48,814.0,30,
1268,Metso,Metals & Mining , Alwar ,47,813.0,82,
1269,Ford Business Solutions,IT Services & Consulting , Chennai ,52,812.0,54,
1270,Qinecsa Solutions,Clinical Research , Mysuru ,19,803.0,61,
1271,Ramco Systems,Software Product , Chennai ,28,810.0,71,
1272,Medusind Solutions,IT Services & Consulting , Chennai ,11,809.0,36,
1273,Sutherland Healthcare Solutions,Analytics & KPO , Hyderabad ,14,810.0,49,
1274,eTeam,Recruitment , Bengaluru ,19,808.0,51,
1275,Huhtamaki,Packaging , Mumbai ,44,806.0,25,
1276,Rockwell Automation,Industrial Automation , Pune ,22,805.0,86,
1277,IBS Software Services,Software Product , Kochi ,18,807.0,120,
1278,Baxter International,Healthcare , Bengaluru ,32,805.0,52,
1279,UKG,Software Product , Noida ,12,806.0,122,
1280,Bpo Convergence,BPO , Hyderabad ,39,807.0,65,
1281,Nexdigm,Management Consulting , Pune ,12,816.0,68,
1282,Forever Living Products,Fitness & Wellness , Mumbai ,98,803.0,75,
1283,Integra Software Services,IT Services & Consulting , Puducherry ,19,802.0,41,
1284,Rodic Consultants,Engineering & Construction , Patna ,131,802.0,45,
1285,Poly Medicure,Medical Equipment , Faridabad ,45,801.0,77,
1286,RR kabel,Electrical Equipment , Vadodara ,115,801.0,69,
1287,Artech Infosystems,Recruitment , Bengaluru ,21,801.0,82,
1288,Investors Clinic,Real Estate , Noida ,34,799.0,75,
1289,Sunbeam Auto,Auto Components , Gurugram ,30,799.0,51,
1290,DBG Technology,Electronics Manufacturing , Rewari ,24,799.0,85,
1291,Fluor Corporation,Engineering & Construction , Gurugram ,24,793.0,32,
1292,Teamware Solutions,Recruitment , Hyderabad ,24,798.0,69,
1293,Linde India,Chemicals , Vadodara ,56,798.0,56,
1294,Vijaya Diagnostic Centre,Healthcare , Hyderabad ,40,796.0,45,
1295,Rashmi Group,Iron & Steel , Kharagpur ,31,795.0,52,
1296,Eveready Industries,Consumer Electronics & Appliances , Kolkata ,110,794.0,44,
1297,Border Security Force,Law Enforcement & Security , New Delhi ,112,795.0,15,
1298,Principal Global Services,Insurance , Pune ,11,793.0,83,
1299,Hitachi,Industrial Machinery , Bengaluru ,85,791.0,96,
1300,Intex Technologies,Consumer Electronics & Appliances , New Delhi ,75,791.0,17,
1301,K Raheja Corp,Real Estate , Mumbai ,17,790.0,71,
1302,Syneos Health,Clinical Research , Gurugram ,17,790.0,60,
1303,Five-Star Business Finance,NBFC , Chennai ,244,791.0,27,
1304,Zidio Development,IT Services & Consulting , Bengaluru ,35,788.0,172,
1305,JK Paper,Pulp & Paper , Rayagada ,52,788.0,64,
1306,Skill Lync,EdTech , Chennai ,17,787.0,92,
1307,Advik Hi Tech,Auto Components , Pune ,30,787.0,58,
1308,Bill Gosling Outsourcing India,,-1,-1,788.0,50,
1309,Prama Hikvision India,Electronics Manufacturing , Mumbai ,54,788.0,64,
1310,PUMA,Fashion & Textile , Bengaluru ,100,785.0,71,
1311,Zuventus Healthcare,Pharma , Mumbai ,99,784.0,61,
1312,Qualitest,IT Services & Consulting , Bengaluru ,22,784.0,91,
1313,RenewBuy,Internet , Gurugram ,107,783.0,62,
1314,Praj Industries,Biotechnology , Pune ,44,784.0,43,
1315,Chennai Radha Engineering Works,Engineering & Construction , Chennai ,58,781.0,37,
1316,Cigniti Technologies,IT Services & Consulting , Hyderabad ,9,781.0,86,
1317,Prince Pipes & Fittings,Building Material , Mumbai ,82,780.0,53,
1318,BDO,Accounting & Auditing , Mumbai ,34,780.0,54,
1319,Edubridge Learning,EdTech , Mumbai ,63,779.0,66,
1320,THE LEELA PALACES HOTELS & RESORTS,Hospitality , New Delhi ,33,779.0,36,
1321,IFFCO,Agro Chemicals , New Delhi ,114,778.0,52,
1322,Engineers India,Engineering & Construction , New Delhi ,84,778.0,87,
1323,Careernet,Recruitment , Bengaluru ,24,778.0,48,
1324,Maveric Systems,IT Services & Consulting , Chennai ,11,779.0,131,
1325,Zydus Healthcare,Pharma , Mumbai ,106,778.0,61,
1326,NTT,IT Services & Consulting , Mumbai ,42,777.0,68,
1327,Wipro Consumer Care & Lighting,FMCG , Bengaluru ,119,776.0,75,
1328,Indo Autotech,Auto Components , Faridabad ,33,776.0,52,
1329,Franklin Templeton Investments,Financial Services , Hyderabad ,32,776.0,32,
1330,Microtek International,Consumer Electronics & Appliances , New Delhi ,120,776.0,52,
1331,AISIN,Auto Components , Rohtak ,28,774.0,56,
1332,Waaree Energies,Power , Surat ,53,775.0,74,
1333,Rallis India,Agro Chemicals , Ankleshwar ,117,774.0,44,
1334,Jai Balaji Group,Iron & Steel , Durgapur ,41,772.0,54,
1335,Pratap Technocrats,Telecom , Ahmedabad ,120,772.0,34,
1336,Credence Resource Management,BPO , Pune ,9,771.0,36,
1337,Aequs,Defence & Aerospace , Belagavi ,13,770.0,55,
1338,Amber Enterprises India,Electronics Manufacturing , Gurugram ,44,771.0,56,
1339,Cohance Lifesciences,Pharma , Hyderabad ,22,915.0,41,
1340,Vastu Housing Finance,NBFC , Mumbai ,170,768.0,56,
1341,Reliance BP Mobility,Oil & Gas , Mumbai ,104,767.0,74,
1342,Progressive Infotech,IT Services & Consulting , Noida ,68,766.0,42,
1343,Reliance Smart,Retail , Hyderabad ,251,765.0,35,
1344,Action Construction Equipment,Industrial Machinery , Faridabad ,59,766.0,72,
1345,Somany Ceramics,Building Material , New Delhi ,84,765.0,27,
1346,Denave,Marketing & Advertising , Noida ,70,764.0,46,
1347,Toyo Engineering,Engineering & Construction , Mumbai ,44,764.0,60,
1348,Ask Automotive,Auto Components , Gurugram ,29,764.0,36,
1349,Radical Minds,BPO , Gurugram ,13,764.0,65,
1350,Better.com,Financial Services , Gurugram ,9,763.0,56,
1351,First Advantage,Recruitment , Bengaluru ,12,763.0,32,
1352,Wipro Infrastructure Engineering,Industrial Machinery , Bengaluru ,38,763.0,62,
1353,Allied Digital Services,IT Services & Consulting , Mumbai ,55,763.0,66,
1354,Lea Associates South Asia,Engineering & Construction , New Delhi ,139,763.0,31,
1355,Creative Synergies Group,IT Services & Consulting , Bengaluru ,9,761.0,30,
1356,Dineshchandra R. Agrawal Infracon,Engineering & Construction , Ahmedabad ,80,762.0,59,
1357,Hitachi Digital Services,IT Services & Consulting , Hyderabad ,15,761.0,68,
1358,People Tech Group,IT Services & Consulting , Hyderabad ,12,760.0,85,
1359,Ramkrishna Forgings,Auto Components , Jamshedpur ,28,760.0,64,
1360,Novac Technology Solutions,Software Product , Chennai ,24,760.0,74,
1361,Ksb Pumps,Industrial Machinery , Pune ,39,759.0,55,
1362,Travel Food Services Ltd,Hospitality , Mumbai ,36,759.0,47,
1363,Creambell,Food Processing , New Delhi ,105,759.0,44,
1364,Simplilearn,EdTech , Bengaluru ,9,758.0,114,
1365,Quatrro Business Support Services,,-1,-1,758.0,60,
1366,Dunzo,Internet , Bengaluru ,20,757.0,71,
1367,Fleetguard Filters Private Limited,Auto Components , Pune ,84,757.0,51,
1368,Axtria,Software Product , Gurugram ,8,757.0,134,
1369,Hilti,Industrial Machinery , Gurugram ,47,757.0,70,
1370,Lenovo,Consumer Electronics & Appliances , Bengaluru ,84,755.0,55,
1371,JioStar,Media & Entertainment , Mumbai ,42,755.0,63,
1372,Forvia Hella,Auto Components , Pune ,32,757.0,50,
1373,Fidelity International,Financial Services , Gurugram ,14,755.0,57,
1374,Universal Sompo General Insurance,Insurance , Mumbai ,119,754.0,142,
1375,Central Industrial Security Force,Law Enforcement & Security , New Delhi ,88,753.0,24,
1376,1 India Family Mart,Retail , New Delhi ,99,753.0,39,
1377,Times Internet,Internet , Noida ,24,752.0,73,
1378,Assystem,Engineering & Construction , Chennai ,68,752.0,49,
1379,BNP Paribas India Solutions,IT Services & Consulting , Mumbai ,9,752.0,76,
1380,Bses Rajdhani Power,Power , New Delhi ,22,751.0,56,
1381,Brane Enterprises,Software Product , Hyderabad ,12,750.0,150,
1382,Alivus Life Sciences,Pharma , Ankleshwar ,22,750.0,41,
1383,Ugro Capital,NBFC , Mumbai ,164,749.0,44,
1384,HSBC Software Development,,-1,-1,749.0,27,
1385,Amadeus,Software Product , Bengaluru ,14,748.0,124,
1386,Orion Edutech,EdTech , Kolkata ,114,748.0,22,
1387,BCD Travel,Travel & Tourism , Bengaluru ,11,747.0,147,
1388,CADD Centre Training Services,Education & Training , Chennai ,133,747.0,38,
1389,Samsung E&A,Engineering & Construction , Noida ,46,747.0,72,
1390,McDermott International,Engineering & Construction , Chennai ,33,745.0,63,
1391,Wapcos,Engineering & Construction , New Delhi ,145,746.0,39,
1392,Bunge India,Food Processing , Sahibzada Ajit Singh Nagar ,70,745.0,50,
1393,Zee Entertainment Enterprises,Media & Entertainment , Mumbai ,35,745.0,54,
1394,JM Financial,Financial Services , Mumbai ,68,744.0,58,
1395,Finolex Cables,Electrical Equipment , Pune ,76,744.0,44,
1396,Wabtec,Auto Components , Bengaluru ,28,743.0,62,
1397,SLK Global Services,BPO , Bengaluru ,9,740.0,34,
1398,CMS Computers Limited (INDIA),IT Services & Consulting , New Delhi ,77,740.0,42,
1399,VA Tech Wabag,Waste Management , Chennai ,53,740.0,59,
1400,Hapag-Lloyd,Ports & Shipping , Chennai ,16,740.0,29,
1401,Sharda Motor Industries,Auto Components , Chennai ,27,740.0,51,
1402,National Informatics Centre,Government , New Delhi ,77,740.0,42,
1403,Vaaman Engineers,Engineering & Construction , Jharsuguda ,46,740.0,70,
1404,India Japan Lighting,Auto Components , Chennai ,30,739.0,63,
1405,Veradigm,Software Product , Pune ,9,739.0,43,
1406,Bitwise Solutions,IT Services & Consulting , Pune ,9,738.0,57,
1407,Petpooja,Software Product , Ahmedabad ,74,739.0,82,
1408,TO THE NEW,IT Services & Consulting , Noida ,19,738.0,153,
1409,India Cements,Building Material , Chennai ,91,737.0,52,
1410,ManipalCigna Health Insurance,Insurance , Mumbai ,133,736.0,43,
1411,Galfar,Engineering & Construction , Muscat ,40,736.0,32,
1412,Integreon,BPO , Mumbai ,12,736.0,57,
1413,ESL Steel,Iron & Steel , Bokaro ,24,735.0,37,
1414,Patel Infrastructure Limited,Engineering & Construction , Vadodara ,58,735.0,46,
1415,Livguard,Electronics Manufacturing , Gurugram ,86,735.0,45,
1416,Primus Global Technologies,IT Services & Consulting , Bengaluru ,27,734.0,24,
1417,UnitedLex,Analytics & KPO , New Delhi ,12,734.0,72,
1418,OLX India,Internet , Gurugram ,57,734.0,67,
1419,Mswipe Technologies,FinTech , Mumbai ,97,734.0,34,
1420,Steel Authority Of India,Iron & Steel , Bokaro ,51,732.0,46,
1421,EMERSON PROCESS MANAGEMENT,Industrial Automation , Pune ,31,731.0,63,
1422,Exicom,Semiconductors , Gurugram ,31,730.0,57,
1423,Indusind Marketing & Financial Services,Financial Services , Chennai ,268,730.0,32,
1424,Vertex Customer Solutions,IT Services & Consulting , Chennai ,33,729.0,15,
1425,Mott MacDonald,Management Consulting , Mumbai ,49,729.0,56,
1426,LifeCell International,Biotechnology , Chennai ,75,728.0,52,
1427,Religare,Financial Services , New Delhi ,96,728.0,33,
1428,GirnarSoft,IT Services & Consulting , Gurugram ,54,727.0,35,
1429,Greenply,Building Material , Kolkata ,96,728.0,56,
1430,Deepak Nitrite,Chemicals , Vadodara ,20,726.0,52,
1431,Ameriprise Financial,Financial Services , Gurugram ,11,726.0,72,
1432,Isuzu Motors,Automobile , Chennai ,38,726.0,53,
1433,Celebal Technologies,IT Services & Consulting , Jaipur ,23,726.0,130,
1434,Care Hospital,Healthcare , Hyderabad ,43,727.0,34,
1435,Protiviti,Management Consulting , Gurugram ,27,725.0,68,
1436,ASG Eye Hospital,Healthcare , Jaipur ,76,725.0,61,
1437,Lavender Technology,IT Services & Consulting , Bengaluru ,8,724.0,4,
1438,Rackspace,IT Services & Consulting , Gurugram ,15,724.0,85,
1439,Smollan Group,Marketing & Advertising , Mumbai ,141,724.0,46,
1440,Sun Life Financial,Financial Services , Gurugram ,12,723.0,53,
1441,ffreedom app,Internet , Bengaluru ,26,721.0,64,
1442,Neuland Laboratories,Pharma , Hyderabad ,7,721.0,51,
1443,The Akshaya Patra Foundation,Non-Profit , Bengaluru ,68,720.0,61,
1444,Boeing,Aviation , Bengaluru ,12,720.0,101,
1445,Stellantis,Automobile , Chennai ,16,719.0,64,
1446,Adidas,Fashion & Textile , Gurugram ,69,719.0,83,
1447,DuPont,Waste Management , Hyderabad ,47,718.0,45,
1448,Padget Electronics,Electronics Manufacturing , Noida ,16,718.0,78,
1449,Writer Information Management Services,BPO , Mumbai ,68,718.0,38,
1450,Ascendion,IT Services & Consulting , Bengaluru ,16,716.0,119,
1451,Google Operations Center,BPO , Hyderabad ,16,716.0,98,
1452,V-Trans,Logistics , Mumbai ,93,714.0,34,
1453,McKinsey & Company,Management Consulting , Gurugram ,25,715.0,246,
1454,Expleo Solutions,IT Services & Consulting , Chennai ,15,711.0,73,
1455,RITES,Engineering & Construction , Gurugram ,87,711.0,39,
1456,Ag Industries,Auto Components , Gurugram ,32,709.0,54,
1457,Molex,Electronics Manufacturing , Bengaluru ,17,709.0,68,
1458,Sterlite Power,Power , New Delhi ,83,709.0,37,
1459,XcelServ Solutions,IT Services & Consulting , New Delhi ,33,708.0,11,
1460,BDO India LLP,Accounting & Auditing , Mumbai ,35,708.0,89,
1461,Transrail Lighting,Engineering & Construction , Mumbai ,99,708.0,57,
1462,Nvidia,Hardware & Networking , Pune ,19,707.0,129,
1463,Biba Apparels,Fashion & Textile , New Delhi ,97,707.0,49,
1464,TDK India Private Limited,,-1,-1,707.0,46,
1465,NecLife,Pharma , Chandigarh ,30,705.0,62,
1466,Mindsprint,IT Services & Consulting , Chennai ,10,706.0,69,
1467,LG Soft India,IT Services & Consulting , Bengaluru ,15,705.0,109,
1468,B. G. Shirke Construction Technology,Engineering & Construction , Pune ,26,707.0,42,
1469,Volkswagen Group Technology Solution,IT Services & Consulting , Pune ,14,705.0,76,
1470,AI Airport Services,Aviation , Mumbai ,60,705.0,45,
1471,uFaber,Education & Training , Mumbai ,24,705.0,54,
1472,Mitsubishi Electric India,Electronics Manufacturing , Pune ,52,703.0,45,
1473,Sykes Business Services Of India,BPO , Hyderabad ,17,702.0,53,
1474,Medreich,Pharma , Bengaluru ,14,701.0,58,
1475,Aurigo Software Technologies,Software Product , Bengaluru ,6,700.0,36,
1476,LEAP India Limited,Packaging , Mumbai ,47,699.0,31,
1477,Samunnati,NBFC , Chennai ,61,699.0,84,
1478,Bikanervala,FMCG , New Delhi ,69,699.0,28,
1479,TCNS Clothing Company,Fashion & Textile , New Delhi ,110,699.0,27,
1480,Tavant Technologies,IT Services & Consulting , Bengaluru ,13,698.0,81,
1481,BSH Home Appliances Group,Consumer Electronics & Appliances , Bengaluru ,59,698.0,39,
1482,Electrosteel Casting,Building Material , Kolkata ,28,698.0,54,
1483,Eugia Pharma Specialities,Pharma , Hyderabad ,18,697.0,43,
1484,Office Beacon,BPO , Vadodara ,21,696.0,68,
1485,Redcliffe Labs,Healthcare , New Delhi ,83,696.0,60,
1486,Rentokil Pest Control,Facility Management Services , Mumbai ,110,696.0,42,
1487,Delta Electronics,Electronics Manufacturing , Bengaluru ,43,696.0,64,
1488,Turtlemint,Internet , Mumbai ,114,696.0,52,
1489,Genus Power Infrastructures,Electronics Manufacturing , Jaipur ,84,695.0,68,
1490,Koch Business Solutions,IT Services & Consulting , Bengaluru ,11,694.0,67,
1491,Bristlecone,IT Services & Consulting , Bengaluru ,14,694.0,67,
1492,Home First Finance Company India,NBFC , Mumbai ,103,694.0,65,
1493,Evision Technoserve,,-1,-1,694.0,274,
1494,Amrit Cement,Building Material , Guwahati ,50,692.0,79,
1495,ExportersIndia,Internet , New Delhi ,2,691.0,32,
1496,Raychem RPG,Electrical Equipment , Mumbai ,32,691.0,31,
1497,Bahwan CyberTek,IT Services & Consulting , Chennai ,21,690.0,53,
1498,Gartner,Management Consulting , Gurugram ,18,690.0,96,
